昨天晚上 (zuó tiān wǎn shàng)@yesterday evening#
明天
(míng tiān)@tomorrow#
十五
(shí wǔ)@fifteen#
学院路呢？
(xué yuàn lù ne?)@How about College Road?#
我要现在吃午饭。
(wǒ yào xiàn zài chī wǔ fàn.)@I’m going to have lunch now.#
我要一点儿。
(wǒ yào yì diǎnr.)@I want some.#
六加六是多少？
(liù jiā liù shì duō shǎo?)@Six plus six is how much?#
她不是很大。
(tā bú shì hěn dà.)@She is not very big.#
你好。
(nǐ hǎo.)@Hello. (“You be well.”)#
三十三
(sān shí sān)@thirty-three#
现在几点钟？
(xiàn zài jǐ diǎn zhōng?)@What time is it? (lit. “Now at what time?”)#
美国人
(měi guó rén)@American (nationality)#
买
(mǎi)@to buy#
你家里有几个人？
(nǐ jiā lǐ yǒu jǐ gè rén?)@How many people are there in your family?#
多少钱？
(duō shǎo qián?)@How much money?#
你们去了吗？
(nǐ men qù le ma?)@Did you (pl) go?#
我想看他。
(wǒ xiǎng kàn tā.)@I would like to see him.#
你想不想 ...？
(nǐ xiǎng bù xiǎng ... ?)@Would you like ... ?#
是不是在那儿？
(shì bú shì zài nàr?)@Is it located over there?#
四十
(sì shí)@forty#
喏。
(nuò.)@Here you are.#
你不可以。
(nǐ bù kě yǐ.)@You can’t.#
不是小女儿。
(bú shì xiǎo nǚ ér.)@It isn’t the younger daughter.#
小孩儿
(xiǎo háir)@children#
为什么？
(wèi shén me?)@Why?#
我们可以一起走。
(wǒ men kě yǐ yì qǐ zǒu.)@We can leave together.#
你好吗?
(nǐ hǎo ma?)@How are you? (“Are you well?”)#
你明白
(nǐ míng bai)@you understand#
还是
(hái shì)@or (when asking a question)#
商店
(shāng diàn)@store(s)#
三十八
(sān shí bā)@thirty-eight#
知道
(zhī dào)@know#
我说得不好。
(wǒ shuō de bù hǎo.)@I don’t speak well.#
好
(hǎo)@good / well#
你说什么？
(nǐ shuō shén me?)@What did you say? (lit. “You speak what?”)#
这儿
(zhèr)@here#
很好
(hěn hǎo)@very well#
在
(zài)@(to be) located#
九十五
(jiǔ shí wǔ)@ninety-five#
我不想走。
(wǒ bù xiǎng zǒu.)@I would not like to leave.#
到的
(dào de)@arrived#
请问 ...
(qǐng wèn ...)@Please let me ask ...#
十一
(shí yī)@eleven (“ten - one”)#
茶
(chá)@tea#
洗手间
(xǐ shǒu jiān)@bathroom#
班机
(bān jī)@flight#
七十
(qī shí)@seventy#
什么意思？
(shén me yì si?)@What does that mean? (“What meaning?”)#
或者
(huò zhě)@or (when making a statement)#
家人
(jiā rén)@family (“home people”)#
七百
(qī bǎi)@seven hundred#
你有没有 … ?
(nǐ yǒu méi yǒu ... ?)@Do you have ... ? (lit. “you have / don’t have?” ...)#
我们
(wǒ men)@we#
还是明天？
(hái shì míng tiān?)@Or (is it) tomorrow?#
六
(liù)@six#
贵
(guì)@expensive#
吧
(ba)@let’s say#
九点钟不好。
(jiǔ diǎn zhōng bù hǎo.)@Nine o’clock is not okay.#
因为
(yīn wéi)@because#
长安街
(cháng ān jiē)@Long Peace Street#
什么
(shén me)@what#
够了
(gòu le.)@It’s enough.#
一点儿
(yì diǎnr)@a little / some#
一个人
(yí gè rén)@alone (lit. “one person”)#
我不想在这儿喝。
(wǒ bù xiǎng zài zhèr hē.)@I would not like to drink here.#
说
(shuō)@speak#
四百
(sì bǎi)@four hundred#
好吗？
(hǎo ma?)@OK?#
三十二
(sān shí èr)@thirty-two#
港币
(gǎng bì)@Hong Kong dollar(s)#
哪儿？那儿。
(nǎr? Nàr.)@Where? Over there.#
午饭
(wǔ fàn)@lunch#
两点钟
(liǎng diǎn zhōng)@two o’clock#
是今天吗？
(shì jīn tiān ma?)@Is it today?#
一百六十五
(yì bǎi liù shí wǔ)@one hundred sixty-five#
香港
(xiāng gǎng)@Hong Kong#
五十三
(wǔ shí sān)@fifty-three#
美金
(měi jīn)@American dollars#
什么时候?
(shén mè shí hòu?)@When? (lit. “What time?”)#
你们什么时候去了?
(nǐ men shén me shí hòu qù le?)@When did you go?#
四十七
(sì shí qī)@forty-seven#
做
(zuò)@to do#
回答 ...
(huí dá ...)@Answer ...#
二十八
(èr shí bā)@twenty-eight#
七
(qī)@seven#
中国
(zhōng guó)@China#
你的太太
(nǐ de tài tai)@your wife#
今天早上
(jīn tiān zǎo shàng)@this morning#
茶是给你的。
(chá shì gěi nǐ de.)@The tea is for you.#
三百
(sān bǎi)@three hundred#
一起
(yì qǐ)@along (in “With whom?”)#
我想
(wǒ xiǎng)@I would like#
开
(kāi)@open#
我不明白什么？
(wǒ bù míng bai shén me?)@What don’t I understand?#
小女儿呢？
(xiǎo nǚ ér ne?)@What about the younger daughter?#
十二块人民币
(shí èr kuài rén mín bì)@twelve renminbi#
你想去哪儿吃？
(nǐ xiǎng qù nǎr chī?)@Where would you like to go to eat?#
太遗憾了！
(tài yí hàn le!)@That’s really too bad!#
三十一
(sān shí yī)@thirty-one#
再见。
(zài jiàn.)@Good-bye.#
先生
